PITCHER_STATS_ID,TEAM_ID,PITCHER_STATS_YEAR,PLAYER_NAME,PITCHER_STATS_ERA,PITCHER_STATS_G,PITCHER_STATS_W,PITCHER_STATS_L,PITCHER_STATS_SV,PITCHER_STATS_HLD,PITCHER_STATS_WPCT,PITCHER_STATS_IP,PITCHER_STATS_H,PITCHER_STATS_HR,PITCHER_STATS_BB,PITCHER_STATS_HBP,PITCHER_STATS_SO,PITCHER_STATS_R,PITCHER_STATS_ER,PITCHER_STATS_WHIP
459,9,2025,폰세,2.16 ,15,9,0,0,0,1.000 ,96,61,6,22,3,129,24,23,0.86 
460,7,2025,헤이수스,2.43 ,13,5,4,0,0,0.556 ,74,63,7,23,1,82,28,20,1.16 
461,4,2025,네일,2.57 ,15,5,2,0,0,0.714 ,91,77,3,22,11,82,28,26,1.09 
462,5,2025,임찬규,2.61 ,14,8,2,0,0,0.800 ,86 1/3,77,3,25,3,59,26,25,1.18 
463,5,2025,송승기,2.65 ,13,7,4,0,0,0.636 ,74 2/3,56,5,26,1,69,23,22,1.10 
464,3,2025,원태인,2.68 ,12,5,2,0,0,0.714 ,74,68,6,8,2,52,23,22,1.03 
465,5,2025,치리노스,2.84 ,14,7,2,0,0,0.778 ,85 2/3,76,3,19,4,78,28,27,1.11 
466,7,2025,고영표,2.93 ,13,6,4,0,0,0.600 ,80,91,2,16,5,81,32,26,1.34 
467,7,2025,오원석,2.93 ,13,8,3,0,0,0.727 ,73 2/3,62,5,31,4,65,26,24,1.26 
468,6,2025,잭로그,2.98 ,14,4,6,0,0,0.400 ,84 2/3,63,2,20,9,78,31,28,0.98 
469,3,2025,후라도,2.99 ,15,6,6,0,0,0.500 ,96 1/3,93,10,22,2,75,34,32,1.19 
470,7,2025,소형준,3.01 ,12,5,2,0,0,0.714 ,71 2/3,65,3,17,2,74,26,24,1.14 
471,9,2025,와이스,3.09 ,14,8,2,0,0,0.800 ,87 1/3,67,9,22,4,100,31,30,1.02 
472,1,2025,라일리,3.13 ,14,8,4,0,0,0.667 ,83 1/3,59,8,32,2,107,34,29,1.09 
473,4,2025,김도현,3.15 ,13,2,3,0,0,0.400 ,74 1/3,79,5,19,5,49,33,26,1.32 
474,10,2025,로젠버그,3.23 ,13,4,4,0,0,0.500 ,75 1/3,63,5,25,4,80,33,27,1.17 
475,4,2025,올러,3.25 ,14,6,3,0,0,0.667 ,83,67,3,18,6,92,33,30,1.02 
476,9,2025,류현진,3.47 ,13,5,3,0,0,0.625 ,70,71,6,17,2,57,28,27,1.26 
477,2,2025,데이비슨,3.55 ,14,6,2,0,0,0.750 ,78 2/3,77,5,31,3,77,34,31,1.37 
478,1,2025,로건,3.56 ,15,3,7,0,0,0.300 ,83 1/3,82,4,36,6,64,40,33,1.42 
479,6,2025,최승용,3.84 ,13,4,4,0,0,0.500 ,70 1/3,68,6,23,4,48,31,30,1.29 
480,8,2025,김광현,3.84 ,14,4,7,0,0,0.364 ,77 1/3,77,7,25,3,75,38,33,1.32 
481,6,2025,콜어빈,4.05 ,13,5,6,0,0,0.455 ,73 1/3,55,2,35,12,60,37,33,1.23 
482,5,2025,손주영,4.30 ,13,6,5,0,0,0.545 ,69,70,5,24,3,66,36,33,1.36 
483,2,2025,박세웅,4.34 ,14,8,5,0,0,0.615 ,83,83,6,33,6,87,45,40,1.40 
484,6,2025,최원준,4.95 ,14,0,6,0,0,0.000 ,72 2/3,77,12,26,2,42,43,40,1.42 
485,10,2025,하영민,5.14 ,14,5,7,0,0,0.417 ,77,89,6,27,5,75,45,44,1.51 
486,4,2025,양현종,5.27 ,14,5,4,0,0,0.556 ,71 2/3,86,4,29,3,56,49,42,1.60 
487,7,2025,쿠에바스,5.64 ,15,3,7,0,0,0.300 ,81 1/3,89,13,37,4,54,57,51,1.55 
